iteration,best_cost,iteration_best,avg_pheromone,alpha,beta,q0,convergence_factor
46,2352,2956,0.0007993665338181884,0.9,2.75,0.81,0.0
47,2352,2764,0.0008187751731884876,0.9,2.75,0.81,0.0
48,2352,2956,0.0007965031760871815,0.9,2.75,0.81,0.0
49,2352,2715,0.0007674842159557846,0.9,2.75,0.81,0.0
50,2352,2800,0.0007740829944928257,0.9,2.75,0.81,0.0
51,2352,2678,0.0007433151808330896,0.9,2.75,0.81,0.0
52,2352,2785,0.0007692358439337701,0.9,2.75,0.81,0.0
53,2352,2594,0.000802520482862776,0.9,2.75,0.81,0.0
54,2352,2785,0.0007979063929085312,0.9,2.75,0.81,0.0
55,2352,2715,0.002125850340136053,1.0,2.5,0.9,0.0
56,2352,2543,0.001975002996335331,0.9,2.75,0.81,0.0
57,2352,2678,0.0018310902732182103,0.9,2.75,0.81,0.0
58,2352,2800,0.0017121318784498712,0.9,2.75,0.81,0.0
59,2352,2715,0.0016299381470015954,0.9,2.75,0.81,0.0
60,2352,2715,0.0015493645345316918,0.9,2.75,0.81,0.0
61,2352,2715,0.0014494469988094786,0.9,2.75,0.81,0.0
62,2352,2631,0.0013985740718929379,0.9,2.75,0.81,0.0
63,2352,2800,0.0013045410957563096,0.9,2.75,0.81,0.0
64,2352,2715,0.0013000659812490046,0.9,2.75,0.81,0.0
65,2352,2764,0.0012876987832371994,0.9,2.75,0.81,0.0
66,2352,2905,0.0012038343064114461,0.9,2.75,0.81,0.0
67,2352,2596,0.0011504635193133673,0.9,2.75,0.81,0.0
68,2352,2678,0.0011129218130423479,0.9,2.75,0.81,0.0
69,2352,2800,0.0010805399928224269,0.9,2.75,0.81,0.0
70,2352,2509,0.0010399218715243586,0.9,2.75,0.81,0.0
71,2352,2678,0.0010168383292945712,0.9,2.75,0.81,0.0
72,2352,2715,0.001023991815346934,0.9,2.75,0.81,0.0
73,2352,2711,0.0009861645245228948,0.9,2.75,0.81,0.0
74,2352,2947,0.0009517907718897431,0.9,2.75,0.81,0.0
75,2352,2427,0.0009773535665221545,0.9,2.75,0.81,0.0
76,2352,2947,0.000936359512083105,0.9,2.75,0.81,0.0
77,2352,2842,0.0009617422233597854,0.9,2.75,0.81,0.0
78,2352,2715,0.0009491871481768151,0.9,2.75,0.81,0.0
79,2352,2715,0.0009292310575748849,0.9,2.75,0.81,0.0
80,2352,2715,0.0009161103019608244,1.0,2.5,0.9,0.0
81,2352,2678,0.0010273056892347832,0.9,2.75,0.81,0.0
