iteration,best_cost,iteration_best,avg_pheromone,alpha,beta,q0,convergence_factor
45,2400,2726,0.0010086267074035649,0.9,2.75,0.81,0.0
46,2400,2822,0.0009588537992025225,0.9,2.75,0.81,0.0
47,2319,2319,0.0008922475331308846,0.9,2.75,0.81,0.0
48,2319,2578,0.0008370346475387559,1.0,2.5,0.9239999999999999,0.010478654592496766
49,2319,2481,0.0007661062069804105,1.0,2.5,0.9245,0.013971539456662354
50,2319,2971,0.0007378954481555382,1.0,2.5,0.925,0.016006409283804358
51,2319,2794,0.0007078546892018198,1.0,2.5,0.9255,0.017111571294992446
52,2319,2971,0.0006673290631535435,1.0,2.5,0.9259999999999999,0.017464424320827943
53,2319,2960,0.0006564419686494737,1.0,2.5,0.9264999999999999,0.017111571294992446
54,2319,2926,0.0006059929330290946,1.0,2.5,0.927,0.016006409283804358
55,2319,2871,0.0005871569241898246,1.0,2.5,0.9275,0.013971539456662354
56,2319,2481,0.0005750055718286741,1.0,2.5,0.9279999999999999,0.010478654592496766
57,2319,2871,0.0005706303726714074,0.9,2.75,0.81,0.0
58,2319,2781,0.00056217573942162,0.9,2.75,0.81,0.0
59,2319,2719,0.0005508051420759713,0.9,2.75,0.81,0.0
60,2319,2641,0.0005249148464292273,0.9,2.75,0.81,0.0
61,2319,2971,0.0005074619341730503,0.9,2.75,0.81,0.0
62,2319,2871,0.0004967516745128528,0.9,2.75,0.81,0.0
63,2319,2720,0.00048319802140350284,0.9,2.75,0.81,0.0
64,2319,2472,0.0004995458396357421,0.9,2.75,0.81,0.0
65,2319,2691,0.00047577552342543456,0.9,2.75,0.81,0.0
66,2319,2888,0.0004885620572532875,0.9,2.75,0.81,0.0
67,2319,2641,0.0005105232801057353,0.9,2.75,0.81,0.0
68,2319,2781,0.0004996121258498728,0.9,2.75,0.81,0.0
69,2319,2578,0.0004880152446766703,0.9,2.75,0.81,0.0
70,2319,2578,0.000477972124349544,0.9,2.75,0.81,0.0
71,2319,2513,0.00047377363008282156,0.9,2.75,0.81,0.0
72,2319,2705,0.0004602849482507212,1.0,2.5,0.9,0.0
73,2319,3081,0.0006202194590299669,0.9,2.75,0.81,0.0
74,2319,2720,0.0006382172305298526,0.9,2.75,0.81,0.0
75,2319,2781,0.0006158202658669464,0.9,2.75,0.81,0.0
76,2319,3028,0.0006311419768152292,0.9,2.75,0.81,0.0
77,2319,2765,0.0006102864884695325,0.9,2.75,0.81,0.0
78,2319,2720,0.0006134889104055644,0.9,2.75,0.81,0.0
79,2319,2726,0.0006045619200844334,0.9,2.75,0.81,0.0
80,2319,2578,0.0005777304734467631,0.9,2.75,0.81,0.0
81,2319,2551,0.0005521625948158961,0.9,2.75,0.81,0.0
82,2319,2641,0.0005456549394480413,0.9,2.75,0.81,0.0
83,2319,2691,0.000538493586276767,0.9,2.75,0.81,0.0
84,2319,2933,0.0005288928374312383,0.9,2.75,0.81,0.0
85,2319,2871,0.0005270368096165526,0.9,2.75,0.81,0.0
86,2319,2720,0.000509997552552977,0.9,2.75,0.81,0.0
87,2319,2811,0.0005179282780004964,0.9,2.75,0.81,0.0
88,2319,2720,0.0005056572951034947,0.9,2.75,0.81,0.0
89,2319,2899,0.000503177566217701,0.9,2.75,0.81,0.0
90,2319,2765,0.00048563014291726393,0.9,2.75,0.81,0.0
91,2319,2720,0.0004650776137360475,0.9,2.75,0.81,0.0
92,2319,2720,0.00046414843565868925,0.9,2.75,0.81,0.0
93,2319,2645,0.00045848454159188955,0.9,2.75,0.81,0.0
94,2319,2641,0.00046678992217352245,0.9,2.75,0.81,0.0
95,2319,2960,0.0004744244075658414,0.9,2.75,0.81,0.0
96,2319,2641,0.0004547552565712325,0.9,2.75,0.81,0.0
97,2104,2104,0.00046439917577907445,0.9,2.75,0.81,0.0
98,2104,2781,0.00046395280103688326,1.0,2.5,0.949,0.03065589353612167
99,2104,3000,0.0004454035723670661,1.0,2.5,0.9495,0.0408745247148289
