generation,best_cost,avg_cost,min_cost,diversity
93,88,93.29,88,5.977114688543294
94,88,94.01,88,9.580704566992972
95,88,93.56,88,12.864929070927674
96,88,94.41,88,15.735370983869434
97,88,90.45,88,6.235984284778146
98,88,92.12,88,14.371694402540014
99,88,89.91,88,5.053899484556455
100,88,89.76,88,6.690470835449476
101,88,91.69,88,15.186635572107468
102,88,88.91,88,2.9465064058983477
103,88,90.56,88,10.803999259533477
104,87,89.56,87,4.193614193032068
105,87,91.08,87,12.86209936207927
106,87,91.31,87,13.716191162272416
107,87,91.66,87,8.677810783832522
108,87,90.63,87,5.203181718910075
109,87,93.25,87,14.566657131957214
110,87,90.97,87,9.674145957137508
111,87,88.64,87,4.495597846783006
112,87,88.41,87,4.035083642255759
113,87,90.56,87,10.54734089711715
114,87,89.82,87,8.32391734701877
115,87,88.26,87,4.021492260343168
116,86,88.53,86,4.80927229422498
117,86,89.98,86,13.20074240336505
118,86,88.09,86,3.6416891685040893
119,86,90.35,86,9.508285860237901
120,86,89.58,86,6.345360509852848
121,86,87.96,86,4.987825177369392
122,85,88.88,85,9.349096213003696
123,85,89.58,85,12.731991203264318
124,85,89.73,85,10.89114778157013
125,85,88.77,85,9.787599297069734
126,85,87.92,85,4.759579813386892
127,85,90.26,85,7.059206754303204
128,85,90.56,85,9.459725154569766
129,85,89.62,85,11.387519484066756
130,84,88.59,84,10.575533083490402
131,84,88.56,84,13.93579563570017
132,84,87.69,84,8.987430110993909
133,84,87.14,84,6.721636705446078
134,84,86.77,84,4.931237167283683
135,84,86.5,84,5.36935750346352
136,84,87.73,84,13.4913713165119
137,84,86.51,84,7.988109914116104
138,84,85.3,84,3.766961640367473
139,84,86.16,84,5.2435102746156605
140,84,88.02,84,14.101758755559537
141,84,85.8,84,6.889121859859934
142,84,87.07,84,15.795097340630731
143,84,86.31,84,8.165408746658064
144,84,86.59,84,8.603598084522543
145,84,86.82,84,8.845767349416331
146,84,85.8,84,4.849742261192856
147,84,85.8,84,6.767569726275451
148,84,85.79,84,5.441130397261216
149,84,85.1,84,3.9610604640676716
150,84,85.23,84,3.7864363192849284
151,84,86.34,84,7.559391509903426
152,84,86.21,84,6.143769201394205
153,84,85.53,84,4.323089173264877
154,84,86.24,84,5.8551174198302816
155,84,87.59,84,13.159099513264577
156,84,85.7,84,8.101234473831752
157,84,85.66,84,5.081771344718296
158,84,86.22,84,5.876359417190204
159,84,85.77,84,5.714639096215964
160,84,86.88,84,11.462355778809172
161,84,85.18,84,3.940507581517893
